Country,Cities,Day,Time,Date,Temperature,Hour,Time_Slot,Coolest
United States,Newark,Friday,09:48:00,2026-01-16,24,9,Morning,0
United States,Newark,Friday,09:48:00,2026-01-16,24,9,Morning,0
United States,Newark,Friday,09:48:00,2026-01-16,24,9,Morning,0
United States,Newark,Friday,09:48:00,2026-01-16,24,9,Morning,0
Palau,Ngerulmud,Friday,14:48:00,2026-01-16,4,14,Afternoon,0
Poland,Warsaw,Friday,08:48:00,2026-01-16,2,8,Morning,0
United States,Warsaw,Friday,08:48:00,2026-01-16,2,8,Morning,0
Brazil,Fortaleza,Friday,18:48:00,2026-01-16,28,18,Evening,0
Niger,Niamey,Friday,07:48:00,2026-01-16,12,7,Morning,0
Germany,Frankfurt,Friday,15:48:00,2026-01-16,0,15,Afternoon,1
Cyprus,Nicosia,Friday,15:48:00,2026-01-16,21,15,Afternoon,0
Italy,Nicosia,Friday,15:48:00,2026-01-16,21,15,Afternoon,0
Sierra Leone,Freetown,Friday,20:18:00,2026-01-16,19,20,Evening,0
United States,Freetown,Friday,20:18:00,2026-01-16,19,20,Evening,0
Russia,Norilsk,Friday,21:48:00,2026-01-16,21,21,Evening,0
Canada,Whitehorse,Friday,23:33:00,2026-01-16,18,23,Evening,0
Tuvalu,Funafuti,Friday,08:48:00,2026-01-16,8,8,Morning,0
Namibia,Windhoek,Friday,09:48:00,2026-01-16,33,9,Morning,0
Botswana,Gaborone,Friday,09:48:00,2026-01-16,4,9,Morning,0
Canada,Winnipeg,Friday,05:48:00,2026-01-16,5,5,Night,0
Switzerland,Geneva,Friday,09:48:00,2026-01-16,3,9,Morning,0
United States,Geneva,Friday,09:48:00,2026-01-16,3,9,Morning,0
United States,Geneva,Friday,09:48:00,2026-01-16,3,9,Morning,0
Russia,Novosibirsk,Saturday,02:48:00,2026-01-17,26,2,Night,0
Russia,Yakutsk,Friday,10:48:00,2026-01-16,29,10,Morning,0
Côte d’Ivoire,Yamoussoukro,Friday,11:48:00,2026-01-16,29,11,Morning,0
Gibraltar,Gibraltar,Friday,16:48:00,2026-01-16,16,16,Afternoon,0
Greenland,Nuuk,Saturday,03:48:00,2026-01-17,15,3,Night,0
Burundi,Gitega,Friday,14:48:00,2026-01-16,31,14,Afternoon,0
Burundi,Gitega,Friday,14:48:00,2026-01-16,31,14,Afternoon,0
United States,Oklahoma City,Friday,21:48:00,2026-01-16,22,21,Evening,0
Russia,Yekaterinburg,Friday,07:48:00,2026-01-16,2,7,Morning,0
United Kingdom,Glasgow,Saturday,02:48:00,2026-01-17,29,2,Night,0
United States,Glasgow,Saturday,02:48:00,2026-01-17,29,2,Night,0
United States,Glasgow,Saturday,02:48:00,2026-01-17,29,2,Night,0
Russia,Omsk,Saturday,01:48:00,2026-01-17,26,1,Night,0
Canada,Yellowknife,Friday,16:48:00,2026-01-16,29,16,Afternoon,0
Mexico,Guadalajara,Friday,16:48:00,2026-01-16,33,16,Afternoon,0
Spain,Guadalajara,Friday,16:48:00,2026-01-16,33,16,Afternoon,0
Kazakhstan,Oral,Friday,17:48:00,2026-01-16,8,17,Afternoon,0
Japan,Yokohama,Friday,08:48:00,2026-01-16,14,8,Morning,0
Guatemala,Guatemala City,Friday,15:48:00,2026-01-16,3,15,Afternoon,0
United States,Orlando,Friday,21:48:00,2026-01-16,32,21,Evening,0
Ecuador,Guayaquil,Friday,09:48:00,2026-01-16,25,9,Morning,0
Croatia,Zagreb,Friday,14:48:00,2026-01-16,30,14,Afternoon,0
Norway,Oslo,Friday,10:48:00,2026-01-16,29,10,Morning,0
Morocco,Rich,Friday,22:48:00,2026-01-16,27,22,Evening,0
Canada,Halifax,Friday,21:18:00,2026-01-16,27,21,Evening,0
United Kingdom,Halifax,Friday,21:18:00,2026-01-16,27,21,Evening,0
Canada,Ottawa,Friday,15:48:00,2026-01-16,16,15,Afternoon,0
United States,Ottawa,Friday,15:48:00,2026-01-16,16,15,Afternoon,0
United States,Ottawa,Friday,15:48:00,2026-01-16,16,15,Afternoon,0
Côte d’Ivoire,Abidjan,Friday,15:20:00,2026-01-16,31,15,Afternoon,0
Canada,Halifax,Friday,11:20:00,2026-01-16,3,11,Morning,0
United Kingdom,Halifax,Friday,11:20:00,2026-01-16,3,11,Morning,0
"Micronesia, Federated States of",Palikir,Saturday,02:20:00,2026-01-17,26,2,Night,0
United Arab Emirates,Abu Dhabi,Friday,19:20:00,2026-01-16,20,19,Evening,0
Canada,Hamilton,Friday,11:20:00,2026-01-16,20,11,Morning,0
New Zealand,Hamilton,Friday,11:20:00,2026-01-16,20,11,Morning,0
United States,Hamilton,Friday,11:20:00,2026-01-16,20,11,Morning,0
United States,Hamilton,Friday,11:20:00,2026-01-16,20,11,Morning,0
United Kingdom,Hamilton,Friday,11:20:00,2026-01-16,20,11,Morning,0
United States,Hamilton,Friday,11:20:00,2026-01-16,20,11,Morning,0
Australia,Hamilton,Friday,11:20:00,2026-01-16,20,11,Morning,0
United States,Hamilton,Friday,11:20:00,2026-01-16,20,11,Morning,0
Bermuda,Hamilton,Friday,11:20:00,2026-01-16,20,11,Morning,0
Spain,Palma,Friday,16:20:00,2026-01-16,16,16,Afternoon,0
Mozambique,Palma,Friday,16:20:00,2026-01-16,16,16,Afternoon,0
Vietnam,Hanoi,Friday,22:20:00,2026-01-16,22,22,Evening,0
Ghana,Accra,Friday,15:20:00,2026-01-16,31,15,Afternoon,0
French Polynesia,Papeete,Friday,05:20:00,2026-01-16,24,5,Night,0
Zimbabwe,Harare,Friday,17:20:00,2026-01-16,23,17,Afternoon,0
Suriname,Paramaribo,Friday,12:20:00,2026-01-16,26,12,Afternoon,0
Ethiopia,Addis Ababa,Friday,18:20:00,2026-01-16,22,18,Evening,0
United States,Hartford,Friday,10:20:00,2026-01-16,-6,10,Morning,1
United States,Hartford,Friday,10:20:00,2026-01-16,-6,10,Morning,1
United States,Hartford,Friday,10:20:00,2026-01-16,-6,10,Morning,1
France,Paris,Friday,16:20:00,2026-01-16,10,16,Afternoon,0
United States,Paris,Friday,16:20:00,2026-01-16,10,16,Afternoon,0
Canada,Paris,Friday,16:20:00,2026-01-16,10,16,Afternoon,0
United States,Paris,Friday,16:20:00,2026-01-16,10,16,Afternoon,0
United States,Paris,Friday,16:20:00,2026-01-16,10,16,Afternoon,0
Cuba,Havana,Saturday,01:50:00,2026-01-17,19,1,Night,0
India,Patna,Friday,10:20:00,2026-01-16,20,10,Morning,0
Yemen,Aden,Friday,20:50:00,2026-01-16,14,20,Evening,0
Finland,Helsinki,Friday,18:20:00,2026-01-16,26,18,Evening,0
United States,Pensacola,Friday,17:20:00,2026-01-16,-3,17,Afternoon,1
Mexico,Aguascalientes,Friday,09:20:00,2026-01-16,5,9,Morning,0
Mexico,Hermosillo,Friday,09:20:00,2026-01-16,5,9,Morning,0
Russia,Perm,Friday,08:20:00,2026-01-16,13,8,Morning,0
Australia,Perth,Friday,22:20:00,2026-01-16,26,22,Evening,0
United Kingdom,Perth,Friday,22:20:00,2026-01-16,26,22,Evening,0
United States,Albuquerque,Friday,23:20:00,2026-01-16,22,23,Evening,0
Hong Kong,Hong Kong,Saturday,03:20:00,2026-01-17,-6,3,Night,1
Russia,Pevek,Friday,10:20:00,2026-01-16,-27,10,Morning,1
Algeria,Algiers,Friday,23:20:00,2026-01-16,21,23,Evening,0
Solomon Islands,Honiara,Saturday,03:20:00,2026-01-17,-25,3,Night,1
United States,Philadelphia,Friday,16:20:00,2026-01-16,15,16,Afternoon,0
Australia,Alice Springs,Saturday,02:20:00,2026-01-17,24,2,Night,0
United States,Honolulu,Friday,10:20:00,2026-01-16,-4,10,Morning,1
United States,Phoenix,Saturday,00:50:00,2026-01-17,29,0,Night,0
Kazakhstan,Almaty,Friday,05:20:00,2026-01-16,19,5,Night,0
United States,Houston,Friday,08:20:00,2026-01-16,11,8,Morning,0
Niue,Alofi,Friday,09:20:00,2026-01-16,10,9,Morning,0
Mongolia,Hovd,Friday,11:20:00,2026-01-16,-16,11,Morning,1
Montenegro,Podgorica,Friday,04:20:00,2026-01-16,24,4,Night,0
Jordan,Amman,Friday,22:20:00,2026-01-16,-20,22,Evening,1
United States,Indianapolis,Friday,16:20:00,2026-01-16,14,16,Afternoon,0
Netherlands,Amsterdam,Friday,10:20:00,2026-01-16,-5,10,Morning,1
United States,Amsterdam,Friday,10:20:00,2026-01-16,-5,10,Morning,1
India,Indore,Friday,10:20:00,2026-01-16,-22,10,Morning,1
Portugal,Ponta Delgada,Friday,16:20:00,2026-01-16,10,16,Afternoon,0
Russia,Anadyr,Friday,20:50:00,2026-01-16,24,20,Evening,0
Indonesia,Pontianak,Saturday,03:20:00,2026-01-17,-32,3,Night,1
United States,Anchorage,Friday,08:20:00,2026-01-16,-23,8,Morning,1
Russia,Irkutsk,Friday,22:20:00,2026-01-16,26,22,Evening,0
Turkey,Ankara,Friday,23:20:00,2026-01-16,-28,23,Evening,1
Pakistan,Islamabad,Friday,20:20:00,2026-01-16,7,20,Evening,0
Mauritius,Port Louis,Friday,18:20:00,2026-01-16,6,18,Evening,0
Madagascar,Antananarivo,Friday,20:20:00,2026-01-16,16,20,Evening,0
Turkey,Istanbul,Friday,19:20:00,2026-01-16,24,19,Evening,0
Samoa,Apia,Friday,18:20:00,2026-01-16,6,18,Evening,0
Russia,Izhevsk,Saturday,02:20:00,2026-01-17,26,2,Night,0
United States,Portland,Friday,20:20:00,2026-01-16,-16,20,Evening,1
United States,Portland,Friday,20:20:00,2026-01-16,-16,20,Evening,1
United States,Portland,Friday,20:20:00,2026-01-16,-16,20,Evening,1
United States,Portland,Friday,20:20:00,2026-01-16,-16,20,Evening,1
Australia,Portland,Friday,20:20:00,2026-01-16,-16,20,Evening,1
Turkmenistan,Ashgabat,Friday,19:20:00,2026-01-16,-19,19,Evening,1
United States,Jackson,Friday,07:20:00,2026-01-16,1,7,Morning,0
United States,Jackson,Friday,07:20:00,2026-01-16,1,7,Morning,0
United States,Jackson,Friday,07:20:00,2026-01-16,1,7,Morning,0
United States,Jackson,Friday,07:20:00,2026-01-16,1,7,Morning,0
United States,Jackson,Friday,07:20:00,2026-01-16,1,7,Morning,0
United States,Jackson,Friday,07:20:00,2026-01-16,1,7,Morning,0
United States,Jackson,Friday,07:20:00,2026-01-16,1,7,Morning,0
United States,Jackson,Friday,07:20:00,2026-01-16,1,7,Morning,0
Cabo Verde,Porto Novo,Friday,20:20:00,2026-01-16,2,20,Evening,0
Kazakhstan,Astana,Friday,09:20:00,2026-01-16,3,9,Morning,0
Indonesia,Jakarta,Friday,16:20:00,2026-01-16,32,16,Afternoon,0
Czechia,Prague,Friday,20:20:00,2026-01-16,-26,20,Evening,1
United States,Jamestown,Friday,16:20:00,2026-01-16,1,16,Afternoon,0
United States,Jamestown,Friday,16:20:00,2026-01-16,1,16,Afternoon,0
"Saint Helena, Ascension, and Tristan da Cunha",Jamestown,Friday,16:20:00,2026-01-16,1,16,Afternoon,0
Cabo Verde,Praia,Friday,12:20:00,2026-01-16,33,12,Afternoon,0
Greece,Athens,Friday,15:20:00,2026-01-16,22,15,Afternoon,0
United States,Athens,Friday,15:20:00,2026-01-16,22,15,Afternoon,0
United States,Athens,Friday,15:20:00,2026-01-16,22,15,Afternoon,0
United States,Athens,Friday,15:20:00,2026-01-16,22,15,Afternoon,0
United States,Athens,Friday,15:20:00,2026-01-16,22,15,Afternoon,0
United States,Athens,Friday,15:20:00,2026-01-16,22,15,Afternoon,0
Indonesia,Jayapura,Friday,14:20:00,2026-01-16,23,14,Afternoon,0
South Africa,Pretoria,Friday,17:20:00,2026-01-16,15,17,Afternoon,0
United States,Atlanta,Saturday,00:20:00,2026-01-17,26,0,Night,0
Israel,Jerusalem,Friday,17:20:00,2026-01-16,27,17,Afternoon,0
Kosovo,Pristina,Friday,10:20:00,2026-01-16,-4,10,Morning,1
South Africa,Johannesburg,Friday,17:20:00,2026-01-16,11,17,Afternoon,0
United States,Providence,Friday,16:20:00,2026-01-16,8,16,Afternoon,0
United States,Providence,Friday,16:20:00,2026-01-16,8,16,Afternoon,0
United States,Augusta,Saturday,04:20:00,2026-01-17,19,4,Night,0
Italy,Augusta,Saturday,04:20:00,2026-01-17,19,4,Night,0
United States,Augusta,Saturday,04:20:00,2026-01-17,19,4,Night,0
United States,Augusta,Saturday,04:20:00,2026-01-17,19,4,Night,0
United States,Juneau,Friday,17:20:00,2026-01-16,24,17,Afternoon,0
India,Pune,Friday,10:20:00,2026-01-16,-6,10,Morning,1
United States,Austin,Friday,10:20:00,2026-01-16,-10,10,Morning,1
United States,Austin,Friday,10:20:00,2026-01-16,-10,10,Morning,1
Russia,Kaliningrad,Friday,06:20:00,2026-01-16,2,6,Morning,0
Chile,Punta Arenas,Friday,20:50:00,2026-01-16,29,20,Evening,0
Uganda,Kampala,Friday,17:20:00,2026-01-16,-3,17,Afternoon,1
"Korea, North",Pyongyang,Friday,12:20:00,2026-01-16,11,12,Afternoon,0
Azerbaijan,Baku,Friday,09:20:00,2026-01-16,-33,9,Morning,1
Indonesia,Balikpapan,Friday,19:20:00,2026-01-16,4,19,Evening,0
United States,Kansas City,Friday,13:20:00,2026-01-16,-16,13,Afternoon,1
United States,Kansas City,Friday,13:20:00,2026-01-16,-16,13,Afternoon,1
Ecuador,Quito,Friday,10:20:00,2026-01-16,-14,10,Morning,1
United States,Baltimore,Friday,23:20:00,2026-01-16,28,23,Evening,0
Pakistan,Karachi,Friday,09:20:00,2026-01-16,3,9,Morning,0
Mali,Bamako,Friday,10:20:00,2026-01-16,12,10,Morning,0
Nepal,Kathmandu,Friday,10:20:00,2026-01-16,-3,10,Morning,1
United States,Raleigh,Friday,20:20:00,2026-01-16,21,20,Evening,0
Brunei,Bandar Seri Begawan,Friday,16:20:00,2026-01-16,13,16,Afternoon,0
Russia,Kazan,Friday,15:20:00,2026-01-16,35,15,Afternoon,0
United States,Rapid City,Friday,21:05:00,2026-01-16,10,21,Evening,0
Indonesia,Bandung,Friday,10:20:00,2026-01-16,-1,10,Morning,1
Finland,Kemi,Friday,23:20:00,2026-01-16,26,23,Evening,0
Thailand,Bangkok,Friday,08:20:00,2026-01-16,-3,8,Morning,1
Russia,Khatanga,Friday,22:20:00,2026-01-16,23,22,Evening,0
Brazil,Recife,Friday,17:20:00,2026-01-16,-1,17,Afternoon,1
Central African Republic,Bangui,Friday,05:20:00,2026-01-16,23,5,Night,0
Philippines,Bangui,Friday,05:20:00,2026-01-16,23,5,Night,0
Rwanda,Kigali,Friday,22:20:00,2026-01-16,26,22,Evening,0
Canada,Regina,Friday,22:20:00,2026-01-16,-21,22,Evening,1
"Gambia, The",Banjul,Friday,12:20:00,2026-01-16,31,12,Afternoon,0
Jamaica,Kingston,Friday,16:20:00,2026-01-16,33,16,Afternoon,0
Canada,Kingston,Friday,16:20:00,2026-01-16,33,16,Afternoon,0
United States,Kingston,Friday,16:20:00,2026-01-16,33,16,Afternoon,0
United States,Kingston,Friday,16:20:00,2026-01-16,33,16,Afternoon,0
United States,Kingston,Friday,16:20:00,2026-01-16,33,16,Afternoon,0
Australia,Kingston,Friday,16:20:00,2026-01-16,33,16,Afternoon,0
Norfolk Island,Kingston,Friday,16:20:00,2026-01-16,33,16,Afternoon,0
Spain,Barcelona,Friday,09:20:00,2026-01-16,-14,9,Morning,1
Venezuela,Barcelona,Friday,09:20:00,2026-01-16,-14,9,Morning,1
Philippines,Barcelona,Friday,09:20:00,2026-01-16,-14,9,Morning,1
Saint Vincent and the Grenadines,Kingstown,Friday,15:20:00,2026-01-16,33,15,Afternoon,0
Congo (Kinshasa),Kinshasa,Friday,16:20:00,2026-01-16,14,16,Afternoon,0
United States,Richmond,Friday,11:20:00,2026-01-16,28,11,Morning,0
Canada,Richmond,Friday,11:20:00,2026-01-16,28,11,Morning,0
United States,Richmond,Friday,11:20:00,2026-01-16,28,11,Morning,0
United States,Richmond,Friday,11:20:00,2026-01-16,28,11,Morning,0
United States,Richmond,Friday,11:20:00,2026-01-16,28,11,Morning,0
United Kingdom,Richmond,Friday,11:20:00,2026-01-16,28,11,Morning,0
New Zealand,Richmond,Friday,11:20:00,2026-01-16,28,11,Morning,0
United States,Richmond,Friday,11:20:00,2026-01-16,28,11,Morning,0
Australia,Richmond,Friday,11:20:00,2026-01-16,28,11,Morning,0
Australia,Richmond,Friday,11:20:00,2026-01-16,28,11,Morning,0
Latvia,Riga,Friday,16:20:00,2026-01-16,30,16,Afternoon,0
India,Riga,Friday,16:20:00,2026-01-16,30,16,Afternoon,0
China,Beijing,Friday,10:20:00,2026-01-16,-3,10,Morning,1
United States,Knoxville,Friday,11:20:00,2026-01-16,28,11,Morning,0
Brazil,Rio Branco,Saturday,05:20:00,2026-01-17,25,5,Night,0
United Kingdom,Belfast,Friday,10:20:00,2026-01-16,-5,10,Morning,1
Saudi Arabia,Riyadh,Friday,12:20:00,2026-01-16,32,12,Afternoon,0
Serbia,Belgrade,Saturday,00:20:00,2026-01-17,6,0,Night,0
United States,Belgrade,Saturday,00:20:00,2026-01-17,6,0,Night,0
Italy,Rome,Friday,15:20:00,2026-01-16,8,15,Afternoon,0
United States,Rome,Friday,15:20:00,2026-01-16,8,15,Afternoon,0
United States,Rome,Friday,15:20:00,2026-01-16,8,15,Afternoon,0
Belize,Belmopan,Friday,20:50:00,2026-01-16,20,20,Evening,0
Russia,Krasnoyarsk,Friday,18:20:00,2026-01-16,13,18,Evening,0
Dominica,Roseau,Friday,16:20:00,2026-01-16,8,16,Afternoon,0
Malaysia,Kuala Lumpur,Friday,16:20:00,2026-01-16,13,16,Afternoon,0
Finland,Rovaniemi,Friday,09:20:00,2026-01-16,18,9,Morning,0
United States,Sacramento,Friday,18:20:00,2026-01-16,-3,18,Evening,1
Brazil,Sacramento,Friday,18:20:00,2026-01-16,-3,18,Evening,1
Germany,Berlin,Friday,23:20:00,2026-01-16,28,23,Evening,0
United States,Berlin,Friday,23:20:00,2026-01-16,28,23,Evening,0
Kuwait,Kuwait City,Friday,17:20:00,2026-01-16,-4,17,Afternoon,1
Switzerland,Bern,Friday,10:20:00,2026-01-16,-24,10,Morning,1
Ukraine,Kyiv,Friday,07:20:00,2026-01-16,4,7,Morning,0
India,Bhubaneshwar,Friday,16:20:00,2026-01-16,7,16,Afternoon,0
United States,Billings,Friday,16:20:00,2026-01-16,8,16,Afternoon,0
Bolivia,La Paz,Friday,17:20:00,2026-01-16,-10,17,Afternoon,1
Mexico,La Paz,Friday,17:20:00,2026-01-16,-10,17,Afternoon,1
Argentina,La Paz,Friday,17:20:00,2026-01-16,-10,17,Afternoon,1
Philippines,La Paz,Friday,17:20:00,2026-01-16,-10,17,Afternoon,1
Honduras,La Paz,Friday,17:20:00,2026-01-16,-10,17,Afternoon,1
Philippines,La Paz,Friday,17:20:00,2026-01-16,-10,17,Afternoon,1
Uruguay,La Paz,Friday,17:20:00,2026-01-16,-10,17,Afternoon,1
Philippines,La Paz,Friday,17:20:00,2026-01-16,-10,17,Afternoon,1
Philippines,La Paz,Friday,17:20:00,2026-01-16,-10,17,Afternoon,1
Argentina,La Paz,Friday,17:20:00,2026-01-16,-10,17,Afternoon,1
Kyrgyzstan,Bishkek,Friday,20:50:00,2026-01-16,23,20,Evening,0
Nigeria,Lagos,Saturday,00:20:00,2026-01-17,6,0,Night,0
Portugal,Lagos,Saturday,00:20:00,2026-01-17,6,0,Night,0
United States,Petersburg,Friday,11:20:00,2026-01-16,1,11,Morning,0
United States,Bismarck,Friday,08:20:00,2026-01-16,-3,8,Morning,1
Pakistan,Lahore,Friday,11:20:00,2026-01-16,6,11,Morning,0
India,Salem,Friday,11:20:00,2026-01-16,28,11,Morning,0
United States,Salem,Friday,11:20:00,2026-01-16,28,11,Morning,0
United States,Salem,Friday,11:20:00,2026-01-16,28,11,Morning,0
United States,Salem,Friday,11:20:00,2026-01-16,28,11,Morning,0
United States,Salem,Friday,11:20:00,2026-01-16,28,11,Morning,0
United States,Salem,Friday,11:20:00,2026-01-16,28,11,Morning,0
United States,Salem,Friday,11:20:00,2026-01-16,28,11,Morning,0
Guinea-Bissau,Bissau,Friday,21:20:00,2026-01-16,-3,21,Evening,1
United States,Las Vegas,Friday,16:20:00,2026-01-16,34,16,Afternoon,0
United States,Las Vegas,Friday,16:20:00,2026-01-16,34,16,Afternoon,0
United States,Salt Lake City,Friday,18:20:00,2026-01-16,-10,18,Evening,1
India,Salt Lake City,Friday,18:20:00,2026-01-16,-10,18,Evening,1
China,Lhasa,Friday,20:20:00,2026-01-16,11,20,Evening,0
Brazil,Salvador,Friday,07:20:00,2026-01-16,1,7,Morning,0
Cuba,Salvador,Friday,07:20:00,2026-01-16,1,7,Morning,0
United States,Bogota,Friday,15:20:00,2026-01-16,35,15,Afternoon,0
Gabon,Libreville,Friday,07:20:00,2026-01-16,9,7,Morning,0
Russia,Samara,Friday,08:20:00,2026-01-16,-3,8,Morning,1
United States,Boise,Friday,11:20:00,2026-01-16,0,11,Morning,1
Malawi,Lilongwe,Friday,23:20:00,2026-01-16,2,23,Evening,0
United States,San Diego,Friday,12:20:00,2026-01-16,25,12,Afternoon,0
Venezuela,San Diego,Friday,12:20:00,2026-01-16,25,12,Afternoon,0
Colombia,San Diego,Friday,12:20:00,2026-01-16,25,12,Afternoon,0
United States,Boston,Friday,10:20:00,2026-01-16,15,10,Morning,0
United Kingdom,Boston,Friday,10:20:00,2026-01-16,15,10,Morning,0
Philippines,Boston,Friday,10:20:00,2026-01-16,15,10,Morning,0
Peru,Lima,Friday,16:20:00,2026-01-16,30,16,Afternoon,0
United States,Lima,Friday,16:20:00,2026-01-16,30,16,Afternoon,0
Paraguay,Lima,Friday,16:20:00,2026-01-16,30,16,Afternoon,0
United States,San Francisco,Friday,19:20:00,2026-01-16,-12,19,Evening,1
Mexico,San Francisco,Friday,19:20:00,2026-01-16,-12,19,Evening,1
Philippines,San Francisco,Friday,19:20:00,2026-01-16,-12,19,Evening,1
Argentina,San Francisco,Friday,19:20:00,2026-01-16,-12,19,Evening,1
Philippines,San Francisco,Friday,19:20:00,2026-01-16,-12,19,Evening,1
El Salvador,San Francisco,Friday,19:20:00,2026-01-16,-12,19,Evening,1
Costa Rica,San Francisco,Friday,19:20:00,2026-01-16,-12,19,Evening,1
Guatemala,San Francisco,Friday,19:20:00,2026-01-16,-12,19,Evening,1
Honduras,San Francisco,Friday,19:20:00,2026-01-16,-12,19,Evening,1
Honduras,San Francisco,Friday,19:20:00,2026-01-16,-12,19,Evening,1
United States,Lincoln,Friday,17:20:00,2026-01-16,23,17,Afternoon,0
United Kingdom,Lincoln,Friday,17:20:00,2026-01-16,23,17,Afternoon,0
United States,Lincoln,Friday,17:20:00,2026-01-16,23,17,Afternoon,0
Argentina,Lincoln,Friday,17:20:00,2026-01-16,23,17,Afternoon,0
Canada,Lincoln,Friday,17:20:00,2026-01-16,23,17,Afternoon,0
United States,Lincoln,Friday,17:20:00,2026-01-16,23,17,Afternoon,0
United States,Lincoln,Friday,17:20:00,2026-01-16,23,17,Afternoon,0
Slovakia,Bratislava,Friday,10:20:00,2026-01-16,-7,10,Morning,1
Portugal,Lisbon,Friday,10:20:00,2026-01-16,22,10,Morning,0
United States,Lisbon,Friday,10:20:00,2026-01-16,22,10,Morning,0
Congo (Brazzaville),Brazzaville,Friday,12:20:00,2026-01-16,26,12,Afternoon,0
United States,Little Rock,Friday,09:20:00,2026-01-16,2,9,Morning,0
Puerto Rico,San Juan,Friday,09:20:00,2026-01-16,23,9,Morning,0
Argentina,San Juan,Friday,09:20:00,2026-01-16,23,9,Morning,0
Dominican Republic,San Juan,Friday,09:20:00,2026-01-16,23,9,Morning,0
Philippines,San Juan,Friday,09:20:00,2026-01-16,23,9,Morning,0
Philippines,San Juan,Friday,09:20:00,2026-01-16,23,9,Morning,0
Trinidad and Tobago,San Juan,Friday,09:20:00,2026-01-16,23,9,Morning,0
Philippines,San Juan,Friday,09:20:00,2026-01-16,23,9,Morning,0
United States,San Juan,Friday,09:20:00,2026-01-16,23,9,Morning,0
Philippines,San Juan,Friday,09:20:00,2026-01-16,23,9,Morning,0
Costa Rica,San Juan,Friday,09:20:00,2026-01-16,23,9,Morning,0
Philippines,San Juan,Friday,09:20:00,2026-01-16,23,9,Morning,0
Philippines,San Juan,Friday,09:20:00,2026-01-16,23,9,Morning,0
Honduras,San Juan,Friday,09:20:00,2026-01-16,23,9,Morning,0
Philippines,San Juan,Friday,09:20:00,2026-01-16,23,9,Morning,0
Barbados,Bridgetown,Friday,16:20:00,2026-01-16,1,16,Afternoon,0
United States,Bridgetown,Friday,16:20:00,2026-01-16,1,16,Afternoon,0
Slovenia,Ljubljana,Friday,15:20:00,2026-01-16,10,15,Afternoon,0
United States,San Marino,Friday,07:20:00,2026-01-16,7,7,Morning,0
San Marino,San Marino,Friday,07:20:00,2026-01-16,7,7,Morning,0
Australia,Brisbane,Friday,16:20:00,2026-01-16,30,16,Afternoon,0
El Salvador,San Salvador,Friday,09:20:00,2026-01-16,2,9,Morning,0
Mexico,San Salvador,Friday,09:20:00,2026-01-16,2,9,Morning,0
Argentina,San Salvador,Friday,09:20:00,2026-01-16,2,9,Morning,0
Belgium,Brussels,Friday,11:20:00,2026-01-16,29,11,Morning,0
United Kingdom,London,Friday,11:20:00,2026-01-16,29,11,Morning,0
Canada,London,Friday,11:20:00,2026-01-16,29,11,Morning,0
United States,London,Friday,11:20:00,2026-01-16,29,11,Morning,0
Romania,Bucharest,Friday,16:20:00,2026-01-16,9,16,Afternoon,0
Svalbard,Longyearbyen,Friday,16:20:00,2026-01-16,7,16,Afternoon,0
Dominican Republic,Santo Domingo,Saturday,01:20:00,2026-01-17,26,1,Night,0
Philippines,Santo Domingo,Saturday,01:20:00,2026-01-17,26,1,Night,0
Cuba,Santo Domingo,Saturday,01:20:00,2026-01-17,26,1,Night,0
Costa Rica,Santo Domingo,Saturday,01:20:00,2026-01-17,26,1,Night,0
Philippines,Santo Domingo,Saturday,01:20:00,2026-01-17,26,1,Night,0
Philippines,Santo Domingo,Saturday,01:20:00,2026-01-17,26,1,Night,0
Nicaragua,Santo Domingo,Saturday,01:20:00,2026-01-17,26,1,Night,0
Colombia,Santo Domingo,Saturday,01:20:00,2026-01-17,26,1,Night,0
Hungary,Budapest,Friday,15:20:00,2026-01-16,32,15,Afternoon,0
United States,Los Angeles,Friday,09:20:00,2026-01-16,20,9,Morning,0
Argentina,Buenos Aires,Friday,15:20:00,2026-01-16,10,15,Afternoon,0
Colombia,Buenos Aires,Friday,15:20:00,2026-01-16,10,15,Afternoon,0
Brazil,Buenos Aires,Friday,15:20:00,2026-01-16,10,15,Afternoon,0
United States,Louisville,Friday,12:20:00,2026-01-16,25,12,Afternoon,0
United States,Louisville,Friday,12:20:00,2026-01-16,25,12,Afternoon,0
United States,Louisville,Friday,12:20:00,2026-01-16,25,12,Afternoon,0
Burundi,Bujumbura,Friday,17:20:00,2026-01-16,-3,17,Afternoon,1
Angola,Luanda,Friday,16:20:00,2026-01-16,-2,16,Afternoon,1
Japan,Sapporo,Friday,11:20:00,2026-01-16,25,11,Morning,0
Australia,Cairns,Friday,16:20:00,2026-01-16,2,16,Afternoon,0
Bosnia and Herzegovina,Sarajevo,Friday,12:20:00,2026-01-16,28,12,Afternoon,0
Egypt,Cairo,Friday,12:20:00,2026-01-16,26,12,Afternoon,0
United States,Cairo,Friday,12:20:00,2026-01-16,26,12,Afternoon,0
Zambia,Lusaka,Friday,10:20:00,2026-01-16,-1,10,Morning,1
United States,Seattle,Friday,15:20:00,2026-01-16,32,15,Afternoon,0
Canada,Calgary,Friday,17:20:00,2026-01-16,28,17,Afternoon,0
Luxembourg,Luxembourg,Friday,16:20:00,2026-01-16,31,16,Afternoon,0
