Country,Cities,Day,Time,Date,Temperature,Hour,Time_Slot,Coolest
"Korea, South",Seoul,Saturday,00:20:00,2026-01-17,-5,0,Night,1
United States,Madison,Saturday,01:20:00,2026-01-17,27,1,Night,0
United States,Madison,Saturday,01:20:00,2026-01-17,27,1,Night,0
United States,Madison,Saturday,01:20:00,2026-01-17,27,1,Night,0
United States,Madison,Saturday,01:20:00,2026-01-17,27,1,Night,0
United States,Madison,Saturday,01:20:00,2026-01-17,27,1,Night,0
China,Shanghai,Friday,20:50:00,2026-01-16,15,20,Evening,0
Spain,Madrid,Friday,16:20:00,2026-01-16,8,16,Afternoon,0
Colombia,Madrid,Friday,16:20:00,2026-01-16,8,16,Afternoon,0
Philippines,Madrid,Friday,16:20:00,2026-01-16,8,16,Afternoon,0
China,Shenzhen,Friday,17:20:00,2026-01-16,18,17,Afternoon,0
South Africa,Cape Town,Friday,17:20:00,2026-01-16,26,17,Afternoon,0
Russia,Magadan,Friday,07:20:00,2026-01-16,6,7,Morning,0
Singapore,Singapore,Friday,08:20:00,2026-01-16,-6,8,Morning,1
Venezuela,Caracas,Friday,16:20:00,2026-01-16,9,16,Afternoon,0
Marshall Islands,Majuro,Saturday,00:20:00,2026-01-17,2,0,Night,0
United States,Sioux Falls,Saturday,02:20:00,2026-01-17,15,2,Night,0
Indonesia,Makassar,Friday,23:20:00,2026-01-16,13,23,Evening,0
North Macedonia,Skopje,Friday,10:20:00,2026-01-16,17,10,Morning,0
Bulgaria,Sofia,Friday,23:20:00,2026-01-16,20,23,Evening,0
Saint Lucia,Castries,Friday,17:20:00,2026-01-16,22,17,Afternoon,0
Equatorial Guinea,Malabo,Saturday,02:20:00,2026-01-17,-8,2,Night,1
French Guiana,Cayenne,Friday,11:20:00,2026-01-16,29,11,Morning,0
Maldives,Male,Saturday,03:20:00,2026-01-17,29,3,Night,0
United States,Charleston,Friday,15:20:00,2026-01-16,8,15,Afternoon,0
United States,Charleston,Friday,15:20:00,2026-01-16,8,15,Afternoon,0
United States,Charleston,Friday,15:20:00,2026-01-16,8,15,Afternoon,0
Indonesia,Manado,Friday,23:20:00,2026-01-16,26,23,Evening,0
Russia,Chelyabinsk,Friday,16:20:00,2026-01-16,15,16,Afternoon,0
Nicaragua,Managua,Friday,18:20:00,2026-01-16,28,18,Evening,0
India,Chennai,Friday,11:20:00,2026-01-16,28,11,Morning,0
Bahrain,Manama,Friday,16:20:00,2026-01-16,31,16,Afternoon,0
United Kingdom,Stanley,Friday,20:50:00,2026-01-16,30,20,Evening,0
Canada,Stanley,Friday,20:50:00,2026-01-16,30,20,Evening,0
Falkland Islands (Islas Malvinas),Stanley,Friday,20:50:00,2026-01-16,30,20,Evening,0
United States,Cheyenne,Friday,12:20:00,2026-01-16,29,12,Afternoon,0
Brazil,Manaus,Friday,20:20:00,2026-01-16,28,20,Evening,0
Sweden,Stockholm,Friday,11:50:00,2026-01-16,15,11,Morning,0
Philippines,Manila,Friday,23:20:00,2026-01-16,27,23,Evening,0
Indonesia,Surabaya,Friday,09:20:00,2026-01-16,2,9,Morning,0
United States,Chicago,Friday,20:20:00,2026-01-16,-24,20,Evening,1
Indonesia,Manokwari,Friday,09:20:00,2026-01-16,26,9,Morning,0
Fiji,Suva,Friday,09:20:00,2026-01-16,0,9,Morning,1
Russia,Chita,Friday,20:50:00,2026-01-16,25,20,Evening,0
Japan,Chita,Friday,20:50:00,2026-01-16,25,20,Evening,0
Colombia,Chita,Friday,20:50:00,2026-01-16,25,20,Evening,0
Mozambique,Maputo,Friday,18:20:00,2026-01-16,15,18,Evening,0
China,Suzhou,Friday,12:20:00,2026-01-16,10,12,Afternoon,0
China,Suzhou,Friday,12:20:00,2026-01-16,10,12,Afternoon,0
China,Chongqing,Friday,11:20:00,2026-01-16,32,11,Morning,0
Taiwan,Taipei,Friday,10:20:00,2026-01-16,-28,10,Morning,1
Sri Lanka,Colombo,Friday,23:20:00,2026-01-16,25,23,Evening,0
Brazil,Colombo,Friday,23:20:00,2026-01-16,25,23,Evening,0
Lesotho,Maseru,Friday,22:20:00,2026-01-16,28,22,Evening,0
Estonia,Tallinn,Friday,09:20:00,2026-01-16,-3,9,Morning,1
United States,Columbia,Saturday,00:20:00,2026-01-17,27,0,Night,0
United States,Columbia,Saturday,00:20:00,2026-01-17,27,0,Night,0
United States,Columbia,Saturday,00:20:00,2026-01-17,27,0,Night,0
United States,Columbia,Saturday,00:20:00,2026-01-17,27,0,Night,0
United States,Columbia,Saturday,00:20:00,2026-01-17,27,0,Night,0
United States,Columbia,Saturday,00:20:00,2026-01-17,27,0,Night,0
Uzbekistan,Tashkent,Saturday,00:20:00,2026-01-17,-26,0,Night,1
United States,Columbus,Friday,17:20:00,2026-01-16,25,17,Afternoon,0
United States,Columbus,Friday,17:20:00,2026-01-16,25,17,Afternoon,0
United States,Columbus,Friday,17:20:00,2026-01-16,25,17,Afternoon,0
United States,Columbus,Friday,17:20:00,2026-01-16,25,17,Afternoon,0
United States,Columbus,Friday,17:20:00,2026-01-16,25,17,Afternoon,0
Eswatini,Mbabane,Friday,23:20:00,2026-01-16,13,23,Evening,0
Georgia,Tbilisi,Friday,17:20:00,2026-01-16,-7,17,Afternoon,1
Guinea,Conakry,Friday,18:20:00,2026-01-16,9,18,Evening,0
Saudi Arabia,Medina,Saturday,02:20:00,2026-01-17,21,2,Night,0
Philippines,Medina,Saturday,02:20:00,2026-01-17,21,2,Night,0
United States,Medina,Saturday,02:20:00,2026-01-17,21,2,Night,0
Brazil,Medina,Saturday,02:20:00,2026-01-17,21,2,Night,0
Colombia,Medina,Saturday,02:20:00,2026-01-17,21,2,Night,0
Honduras,Tegucigalpa,Friday,23:20:00,2026-01-16,10,23,Evening,0
United States,Concord,Friday,11:50:00,2026-01-16,-6,11,Morning,1
United States,Concord,Friday,11:50:00,2026-01-16,-6,11,Morning,1
United States,Concord,Friday,11:50:00,2026-01-16,-6,11,Morning,1
United States,Concord,Friday,11:50:00,2026-01-16,-6,11,Morning,1
United States,Concord,Friday,11:50:00,2026-01-16,-6,11,Morning,1
United States,Concord,Friday,11:50:00,2026-01-16,-6,11,Morning,1
Iran,Tehran,Friday,23:20:00,2026-01-16,19,23,Evening,0
Denmark,Copenhagen,Friday,20:50:00,2026-01-16,30,20,Evening,0
Mexico,Mexicali,Friday,17:20:00,2026-01-16,28,17,Afternoon,0
Mexico,Mexico City,Friday,08:20:00,2026-01-16,17,8,Morning,0
Bhutan,Thimphu,Friday,20:20:00,2026-01-16,1,20,Evening,0
United States,Miami,Friday,17:20:00,2026-01-16,20,17,Afternoon,0
United States,Miami,Friday,17:20:00,2026-01-16,20,17,Afternoon,0
India,Thiruvananthapuram,Friday,19:20:00,2026-01-16,3,19,Evening,0
Senegal,Dakar,Friday,15:20:00,2026-01-16,31,15,Afternoon,0
United States,Midland,Friday,18:20:00,2026-01-16,22,18,Evening,0
United States,Midland,Friday,18:20:00,2026-01-16,22,18,Evening,0
Canada,Midland,Friday,18:20:00,2026-01-16,22,18,Evening,0
United States,Midland,Friday,18:20:00,2026-01-16,22,18,Evening,0
Mexico,Tijuana,Friday,09:20:00,2026-01-16,19,9,Morning,0
United States,Dallas,Friday,10:20:00,2026-01-16,-9,10,Morning,1
United States,Dallas,Friday,10:20:00,2026-01-16,-9,10,Morning,1
United States,Dallas,Friday,10:20:00,2026-01-16,-9,10,Morning,1
United States,Dallas,Friday,10:20:00,2026-01-16,-9,10,Morning,1
United States,Midway,Saturday,02:20:00,2026-01-17,16,2,Night,0
Russia,Tiksi,Friday,18:50:00,2026-01-16,4,18,Evening,0
Syria,Damascus,Friday,16:20:00,2026-01-16,5,16,Afternoon,0
United States,Damascus,Friday,16:20:00,2026-01-16,5,16,Afternoon,0
United States,Damascus,Friday,16:20:00,2026-01-16,5,16,Afternoon,0
Italy,Milan,Friday,07:20:00,2026-01-16,9,7,Morning,0
Albania,Tirana,Friday,17:20:00,2026-01-16,17,17,Afternoon,0
United States,Milwaukee,Friday,09:20:00,2026-01-16,8,9,Morning,0
Japan,Tokyo,Friday,21:20:00,2026-01-16,2,21,Evening,0
United States,Minneapolis,Friday,10:20:00,2026-01-16,10,10,Morning,0
United States,Topeka,Friday,20:50:00,2026-01-16,28,20,Evening,0
Australia,Darwin,Friday,15:20:00,2026-01-16,23,15,Afternoon,0
Belarus,Minsk,Friday,09:20:00,2026-01-16,6,9,Morning,0
Canada,Toronto,Friday,07:20:00,2026-01-16,11,7,Morning,0
India,Delhi,Friday,09:20:00,2026-01-16,8,9,Morning,0
United States,Delhi,Friday,09:20:00,2026-01-16,8,9,Morning,0
Indonesia,Denpasar,Friday,18:20:00,2026-01-16,9,18,Evening,0
United States,Denver,Friday,16:20:00,2026-01-16,15,16,Afternoon,0
Tunisia,Tunis,Friday,09:20:00,2026-01-16,-3,9,Morning,1
United States,Des Moines,Saturday,00:20:00,2026-01-17,8,0,Night,0
United States,Des Moines,Saturday,00:20:00,2026-01-17,8,0,Night,0
Russia,Ufa,Friday,09:20:00,2026-01-16,-1,9,Morning,1
United States,Detroit,Friday,09:20:00,2026-01-16,2,9,Morning,0
Mongolia,Ulaanbaatar,Friday,18:20:00,2026-01-16,-17,18,Evening,1
Bangladesh,Dhaka,Friday,10:20:00,2026-01-16,-9,10,Morning,1
Ukraine,Dnipro,Friday,16:20:00,2026-01-16,13,16,Afternoon,0
Comoros,Moroni,Friday,15:20:00,2026-01-16,4,15,Afternoon,0
Liechtenstein,Vaduz,Friday,23:20:00,2026-01-16,28,23,Evening,0
Tanzania,Dodoma,Friday,15:20:00,2026-01-16,33,15,Afternoon,0
Russia,Moscow,Friday,16:20:00,2026-01-16,-2,16,Afternoon,1
United States,Moscow,Friday,16:20:00,2026-01-16,-2,16,Afternoon,1
Malta,Valletta,Friday,08:20:00,2026-01-16,-6,8,Morning,1
Qatar,Doha,Friday,12:20:00,2026-01-16,27,12,Afternoon,0
India,Mumbai,Friday,16:20:00,2026-01-16,16,16,Afternoon,0
Canada,Vancouver,Friday,09:20:00,2026-01-16,2,9,Morning,0
United States,Vancouver,Friday,09:20:00,2026-01-16,2,9,Morning,0
Isle of Man,Douglas,Friday,09:20:00,2026-01-16,-1,9,Morning,1
Ireland,Douglas,Friday,09:20:00,2026-01-16,-1,9,Morning,1
South Africa,Douglas,Friday,09:20:00,2026-01-16,-1,9,Morning,1
United States,Douglas,Friday,09:20:00,2026-01-16,-1,9,Morning,1
United States,Douglas,Friday,09:20:00,2026-01-16,-1,9,Morning,1
United States,Douglas,Friday,09:20:00,2026-01-16,-1,9,Morning,1
Russia,Murmansk,Friday,20:20:00,2026-01-16,-15,20,Evening,1
United States,Dover,Friday,10:20:00,2026-01-16,-14,10,Morning,1
United States,Dover,Friday,10:20:00,2026-01-16,-14,10,Morning,1
United Kingdom,Dover,Friday,10:20:00,2026-01-16,-14,10,Morning,1
United States,Dover,Friday,10:20:00,2026-01-16,-14,10,Morning,1
United States,Dover,Friday,10:20:00,2026-01-16,-14,10,Morning,1
United States,Dover,Friday,10:20:00,2026-01-16,-14,10,Morning,1
Oman,Muscat,Friday,23:20:00,2026-01-16,-36,23,Evening,1
Vatican City,Vatican City,Friday,21:20:00,2026-01-16,22,21,Evening,0
United Arab Emirates,Dubai,Friday,10:20:00,2026-01-16,-16,10,Morning,1
Mexico,Veracruz,Friday,17:20:00,2026-01-16,-9,17,Afternoon,1
Ireland,Dublin,Friday,18:20:00,2026-01-16,31,18,Evening,0
United States,Dublin,Friday,18:20:00,2026-01-16,31,18,Evening,0
United States,Dublin,Friday,18:20:00,2026-01-16,31,18,Evening,0
United States,Dublin,Friday,18:20:00,2026-01-16,31,18,Evening,0
Japan,Nagoya,Friday,16:20:00,2026-01-16,8,16,Afternoon,0
Russia,Verkhoyansk,Friday,18:20:00,2026-01-16,31,18,Evening,0
Tajikistan,Dushanbe,Friday,18:20:00,2026-01-16,-7,18,Evening,1
Kenya,Nairobi,Friday,16:20:00,2026-01-16,16,16,Afternoon,0
Canada,Victoria,Friday,18:20:00,2026-01-16,17,18,Evening,0
Philippines,Victoria,Friday,18:20:00,2026-01-16,17,18,Evening,0
United States,Victoria,Friday,18:20:00,2026-01-16,17,18,Evening,0
Philippines,Victoria,Friday,18:20:00,2026-01-16,17,18,Evening,0
Philippines,Victoria,Friday,18:20:00,2026-01-16,17,18,Evening,0
Chile,Victoria,Friday,18:20:00,2026-01-16,17,18,Evening,0
Argentina,Victoria,Friday,18:20:00,2026-01-16,17,18,Evening,0
Seychelles,Victoria,Friday,18:20:00,2026-01-16,17,18,Evening,0
Philippines,Victoria,Friday,18:20:00,2026-01-16,17,18,Evening,0
El Salvador,Victoria,Friday,18:20:00,2026-01-16,17,18,Evening,0
United States,Victoria,Friday,18:20:00,2026-01-16,17,18,Evening,0
Malta,Victoria,Friday,18:20:00,2026-01-16,17,18,Evening,0
United States,Nashville,Friday,20:50:00,2026-01-16,28,20,Evening,0
Austria,Vienna,Friday,07:20:00,2026-01-16,5,7,Morning,0
United States,Vienna,Friday,07:20:00,2026-01-16,5,7,Morning,0
United States,Vienna,Friday,07:20:00,2026-01-16,5,7,Morning,0
United Kingdom,Edinburgh,Friday,15:20:00,2026-01-16,8,15,Afternoon,0
"Bahamas, The",Nassau,Friday,18:20:00,2026-01-16,-6,18,Evening,1
Laos,Vientiane,Friday,20:50:00,2026-01-16,17,20,Evening,0
Canada,Edmonton,Friday,10:20:00,2026-01-16,-3,10,Morning,1
United Kingdom,Edmonton,Friday,10:20:00,2026-01-16,-3,10,Morning,1
India,New Delhi,Friday,19:20:00,2026-01-16,24,19,Evening,0
Lithuania,Vilnius,Friday,16:20:00,2026-01-16,13,16,Afternoon,0
United States,New Orleans,Friday,19:20:00,2026-01-16,21,19,Evening,0
Russia,Vladivostok,Friday,16:20:00,2026-01-16,36,16,Afternoon,0
United States,New York,Friday,15:20:00,2026-01-16,7,15,Afternoon,0
United States,Eureka,Saturday,01:20:00,2026-01-17,-41,1,Night,1
United States,Eureka,Saturday,01:20:00,2026-01-17,-41,1,Night,1
United States,Newark,Friday,20:20:00,2026-01-16,2,20,Evening,0
United States,Newark,Friday,20:20:00,2026-01-16,2,20,Evening,0
United States,Newark,Friday,20:20:00,2026-01-16,2,20,Evening,0
United States,Newark,Friday,20:20:00,2026-01-16,2,20,Evening,0
United States,Newark,Friday,20:20:00,2026-01-16,2,20,Evening,0
Poland,Warsaw,Friday,18:20:00,2026-01-16,28,18,Evening,0
United States,Warsaw,Friday,18:20:00,2026-01-16,28,18,Evening,0
United States,Fairbanks,Friday,19:20:00,2026-01-16,28,19,Evening,0
Palau,Ngerulmud,Friday,10:20:00,2026-01-16,24,10,Morning,0
Niger,Niamey,Friday,15:20:00,2026-01-16,4,15,Afternoon,0
Brazil,Fortaleza,Friday,10:20:00,2026-01-16,19,10,Morning,0
Cyprus,Nicosia,Friday,22:20:00,2026-01-16,20,22,Evening,0
Italy,Nicosia,Friday,22:20:00,2026-01-16,20,22,Evening,0
Canada,Whitehorse,Friday,08:20:00,2026-01-16,-12,8,Morning,1
Germany,Frankfurt,Friday,20:50:00,2026-01-16,19,20,Evening,0
Russia,Norilsk,Friday,17:20:00,2026-01-16,-13,17,Afternoon,1
Namibia,Windhoek,Friday,16:20:00,2026-01-16,21,16,Afternoon,0
Sierra Leone,Freetown,Friday,09:20:00,2026-01-16,8,9,Morning,0
United States,Freetown,Friday,09:20:00,2026-01-16,8,9,Morning,0
Canada,Winnipeg,Saturday,00:05:00,2026-01-17,18,0,Night,0
Tuvalu,Funafuti,Friday,10:20:00,2026-01-16,-4,10,Morning,1
Russia,Yakutsk,Friday,10:20:00,2026-01-16,-33,10,Morning,1
Botswana,Gaborone,Friday,10:20:00,2026-01-16,-3,10,Morning,1
Russia,Novosibirsk,Friday,16:20:00,2026-01-16,-3,16,Afternoon,1
Côte d’Ivoire,Yamoussoukro,Friday,06:20:00,2026-01-16,-5,6,Morning,1
Switzerland,Geneva,Saturday,00:20:00,2026-01-17,28,0,Night,0
United States,Geneva,Saturday,00:20:00,2026-01-17,28,0,Night,0
United States,Geneva,Saturday,00:20:00,2026-01-17,28,0,Night,0
Greenland,Nuuk,Friday,17:20:00,2026-01-16,16,17,Afternoon,0
Russia,Yekaterinburg,Friday,08:20:00,2026-01-16,2,8,Morning,0
Gibraltar,Gibraltar,Friday,16:20:00,2026-01-16,13,16,Afternoon,0
United States,Oklahoma City,Friday,22:20:00,2026-01-16,-22,22,Evening,1
Canada,Yellowknife,Friday,17:20:00,2026-01-16,29,17,Afternoon,0
Burundi,Gitega,Friday,15:20:00,2026-01-16,31,15,Afternoon,0
Burundi,Gitega,Friday,15:20:00,2026-01-16,31,15,Afternoon,0
Russia,Omsk,Saturday,02:20:00,2026-01-17,26,2,Night,0
Japan,Yokohama,Friday,09:20:00,2026-01-16,-14,9,Morning,1
United Kingdom,Glasgow,Saturday,03:20:00,2026-01-17,29,3,Night,0
United States,Glasgow,Saturday,03:20:00,2026-01-17,29,3,Night,0
United States,Glasgow,Saturday,03:20:00,2026-01-17,29,3,Night,0
Kazakhstan,Oral,Friday,18:20:00,2026-01-16,-8,18,Evening,1
Mexico,Guadalajara,Friday,17:20:00,2026-01-16,32,17,Afternoon,0
Spain,Guadalajara,Friday,17:20:00,2026-01-16,32,17,Afternoon,0
United States,Orlando,Friday,22:20:00,2026-01-16,-32,22,Evening,1
Croatia,Zagreb,Friday,15:20:00,2026-01-16,30,15,Afternoon,0
Guatemala,Guatemala City,Friday,16:20:00,2026-01-16,3,16,Afternoon,0
Morocco,Rich,Friday,21:50:00,2026-01-16,25,21,Evening,0
Ecuador,Guayaquil,Friday,10:20:00,2026-01-16,25,10,Morning,0
Norway,Oslo,Friday,23:20:00,2026-01-16,27,23,Evening,0
Canada,Ottawa,Friday,16:20:00,2026-01-16,31,16,Afternoon,0
United States,Ottawa,Friday,16:20:00,2026-01-16,31,16,Afternoon,0
United States,Ottawa,Friday,16:20:00,2026-01-16,31,16,Afternoon,0
Côte d’Ivoire,Abidjan,Saturday,02:00:00,2026-01-17,26,2,Night,0
Ecuador,Guayaquil,Friday,21:00:00,2026-01-16,29,21,Evening,0
United Arab Emirates,Abu Dhabi,Saturday,06:00:00,2026-01-17,19,6,Morning,0
French Polynesia,Papeete,Saturday,12:00:00,2026-01-17,28,12,Afternoon,0
Canada,Halifax,Friday,20:00:00,2026-01-16,27,20,Evening,0
United Kingdom,Halifax,Friday,20:00:00,2026-01-16,27,20,Evening,0
Suriname,Paramaribo,Friday,22:00:00,2026-01-16,-7,22,Evening,1
Ghana,Accra,Friday,23:00:00,2026-01-16,26,23,Evening,0
Canada,Hamilton,Saturday,02:00:00,2026-01-17,28,2,Night,0
New Zealand,Hamilton,Saturday,02:00:00,2026-01-17,28,2,Night,0
United States,Hamilton,Saturday,02:00:00,2026-01-17,28,2,Night,0
United States,Hamilton,Saturday,02:00:00,2026-01-17,28,2,Night,0
United Kingdom,Hamilton,Saturday,02:00:00,2026-01-17,28,2,Night,0
United States,Hamilton,Saturday,02:00:00,2026-01-17,28,2,Night,0
Australia,Hamilton,Saturday,02:00:00,2026-01-17,28,2,Night,0
United States,Hamilton,Saturday,02:00:00,2026-01-17,28,2,Night,0
Bermuda,Hamilton,Saturday,02:00:00,2026-01-17,28,2,Night,0
France,Paris,Friday,22:00:00,2026-01-16,17,22,Evening,0
United States,Paris,Friday,22:00:00,2026-01-16,17,22,Evening,0
Canada,Paris,Friday,22:00:00,2026-01-16,17,22,Evening,0
United States,Paris,Friday,22:00:00,2026-01-16,17,22,Evening,0
United States,Paris,Friday,22:00:00,2026-01-16,17,22,Evening,0
Vietnam,Hanoi,Friday,16:00:00,2026-01-16,-5,16,Afternoon,1
India,Patna,Saturday,09:00:00,2026-01-17,19,9,Morning,0
Ethiopia,Addis Ababa,Saturday,07:30:00,2026-01-17,10,7,Morning,0
United States,Pensacola,Friday,22:00:00,2026-01-16,-19,22,Evening,1
Zimbabwe,Harare,Friday,20:00:00,2026-01-16,15,20,Evening,0
Russia,Perm,Saturday,12:30:00,2026-01-17,24,12,Afternoon,0
Yemen,Aden,Saturday,04:00:00,2026-01-17,22,4,Night,0
United States,Hartford,Saturday,07:00:00,2026-01-17,-25,7,Morning,1
United States,Hartford,Saturday,07:00:00,2026-01-17,-25,7,Morning,1
United States,Hartford,Saturday,07:00:00,2026-01-17,-25,7,Morning,1
Australia,Perth,Saturday,05:00:00,2026-01-17,25,5,Night,0
United Kingdom,Perth,Saturday,05:00:00,2026-01-17,25,5,Night,0
Mexico,Aguascalientes,Friday,21:00:00,2026-01-16,-3,21,Evening,1
Cuba,Havana,Saturday,10:00:00,2026-01-17,24,10,Morning,0
Finland,Helsinki,Saturday,14:00:00,2026-01-17,-9,14,Afternoon,1
Russia,Pevek,Saturday,07:30:00,2026-01-17,8,7,Morning,0
United States,Albuquerque,Saturday,04:00:00,2026-01-17,-5,4,Night,1
Mexico,Hermosillo,Saturday,14:00:00,2026-01-17,-28,14,Afternoon,1
United States,Philadelphia,Friday,19:00:00,2026-01-16,11,19,Evening,0
Algeria,Algiers,Friday,19:00:00,2026-01-16,26,19,Evening,0
United States,Phoenix,Saturday,03:00:00,2026-01-17,15,3,Night,0
Australia,Alice Springs,Saturday,09:00:00,2026-01-17,26,9,Morning,0
Kazakhstan,Almaty,Saturday,11:30:00,2026-01-17,33,11,Morning,0
Hong Kong,Hong Kong,Saturday,13:00:00,2026-01-17,18,13,Afternoon,0
Montenegro,Podgorica,Friday,22:00:00,2026-01-16,-19,22,Evening,1
Niue,Alofi,Saturday,07:00:00,2026-01-17,-18,7,Morning,1
Solomon Islands,Honiara,Saturday,10:00:00,2026-01-17,23,10,Morning,0
Jordan,Amman,Friday,15:00:00,2026-01-16,30,15,Afternoon,0
United States,Honolulu,Saturday,13:00:00,2026-01-17,27,13,Afternoon,0
Portugal,Ponta Delgada,Friday,21:00:00,2026-01-16,-26,21,Evening,1
Netherlands,Amsterdam,Saturday,05:00:00,2026-01-17,5,5,Night,0
United States,Amsterdam,Saturday,05:00:00,2026-01-17,5,5,Night,0
United States,Houston,Friday,16:00:00,2026-01-16,24,16,Afternoon,0
Indonesia,Pontianak,Saturday,01:00:00,2026-01-17,14,1,Night,0
Russia,Anadyr,Saturday,03:00:00,2026-01-17,7,3,Night,0
Mongolia,Hovd,Friday,20:00:00,2026-01-16,19,20,Evening,0
United States,Anchorage,Saturday,14:00:00,2026-01-17,-27,14,Afternoon,1
United States,Indianapolis,Saturday,09:00:00,2026-01-17,-27,9,Morning,1
Mauritius,Port Louis,Saturday,07:00:00,2026-01-17,5,7,Morning,0
Turkey,Ankara,Friday,17:00:00,2026-01-16,0,17,Afternoon,1
India,Indore,Friday,21:00:00,2026-01-16,1,21,Evening,0
Papua New Guinea,Port Moresby,Saturday,06:00:00,2026-01-17,22,6,Morning,0
Madagascar,Antananarivo,Saturday,05:00:00,2026-01-17,1,5,Night,0
Samoa,Apia,Saturday,05:00:00,2026-01-17,18,5,Night,0
Russia,Irkutsk,Friday,19:00:00,2026-01-16,-24,19,Evening,1
Pakistan,Islamabad,Saturday,10:00:00,2026-01-17,-35,10,Morning,1
United States,Portland,Saturday,13:00:00,2026-01-17,32,13,Afternoon,0
United States,Portland,Saturday,13:00:00,2026-01-17,32,13,Afternoon,0
United States,Portland,Saturday,13:00:00,2026-01-17,32,13,Afternoon,0
United States,Portland,Saturday,13:00:00,2026-01-17,32,13,Afternoon,0
Australia,Portland,Saturday,13:00:00,2026-01-17,32,13,Afternoon,0
Turkmenistan,Ashgabat,Saturday,07:00:00,2026-01-17,-21,7,Morning,1
Turkey,Istanbul,Saturday,07:00:00,2026-01-17,7,7,Morning,0
Cabo Verde,Porto Novo,Friday,18:00:00,2026-01-16,8,18,Evening,0
Kazakhstan,Astana,Saturday,07:00:00,2026-01-17,2,7,Morning,0
Russia,Izhevsk,Saturday,05:00:00,2026-01-17,3,5,Night,0
Czechia,Prague,Saturday,03:00:00,2026-01-17,28,3,Night,0
United States,Jackson,Saturday,06:00:00,2026-01-17,-22,6,Morning,1
United States,Jackson,Saturday,06:00:00,2026-01-17,-22,6,Morning,1
United States,Jackson,Saturday,06:00:00,2026-01-17,-22,6,Morning,1
United States,Jackson,Saturday,06:00:00,2026-01-17,-22,6,Morning,1
United States,Jackson,Saturday,06:00:00,2026-01-17,-22,6,Morning,1
United States,Jackson,Saturday,06:00:00,2026-01-17,-22,6,Morning,1
United States,Jackson,Saturday,06:00:00,2026-01-17,-22,6,Morning,1
United States,Jackson,Saturday,06:00:00,2026-01-17,-22,6,Morning,1
Cabo Verde,Praia,Saturday,03:00:00,2026-01-17,1,3,Night,0
Greece,Athens,Friday,23:00:00,2026-01-16,27,23,Evening,0
United States,Athens,Friday,23:00:00,2026-01-16,27,23,Evening,0
United States,Athens,Friday,23:00:00,2026-01-16,27,23,Evening,0
United States,Athens,Friday,23:00:00,2026-01-16,27,23,Evening,0
United States,Athens,Friday,23:00:00,2026-01-16,27,23,Evening,0
United States,Athens,Friday,23:00:00,2026-01-16,27,23,Evening,0
Indonesia,Jakarta,Friday,20:00:00,2026-01-16,17,20,Evening,0
South Africa,Pretoria,Saturday,01:00:00,2026-01-17,20,1,Night,0
United States,Atlanta,Saturday,04:00:00,2026-01-17,12,4,Night,0
United States,Jamestown,Saturday,09:00:00,2026-01-17,25,9,Morning,0
